metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
Hydroxybutyrylcarnitine,7,46104.23438,17715.29883,66388.07031,26678.2168,25177.11328,56274.95313,25246.78516,14345.17383,22494.93164,118526.4922,38736.33984,51817.07422,41396.28516,106223.1953,24214.29883,22334.52539,14757.13867,19769.04492,25832.61719,13627.62793,73123.66406,64944.30078,89872.5,72045.86719,29580.62305,11891.59766,18924.92969,38933.21094,33805.58203,106559.2031,20442.82422,22074.7168,27318.76367,9410.811523,69396.1875,66757.42188,46866.26563,159078.1719,30256.78516,39328.08984,62436.59766,25853.23438,76016.875,47299.6875,26176.07617,96196.71875,60113.30078,90609.92969,45842.64453,145416.9844,35694.52734,67423.5,33225.80078,36373.15625,35304.74609,59548.90625,20074.50977,39276.46094,75574.38281,104522.3594,97683.35156,77708.19531,48742.29688,72245.71094
Hydroxymethylphosphonate,8,4627.782227,6125.086426,3985.490967,5459.757813,19322.06836,2550.281006,4678.713867,27276.98828,9342.347656,3402.091309,664.5500488,3970.674072,1624.471191,4939.806152,6620.654297,965.1192627,26334.16797,7371.121582,5398.37207,10831.51855,3149.342773,55753.91797,4321.16748,3482.389893,15018.92285,31195.57422,6066.421875,2456.941406,7757.728027,7379.349121,6007.512207,42965.23828,2143.062012,1374.844116,2615.48877,10304.12305,7878.52832,2033.193848,2747.635742,25774.8418,2113.340088,1331.618164,5100.341309,14200.08008,2380.375,4560.369629,28586.46289,1562.107788,5750.262695,2814.825195,3705.591797,4962.125,15444.62988,9144.793945,38455.28906,3952.433105,3605.830322,7268.84082,8610.657227,9634.551758,9642.842773,10448.0625,7188.666016,5167.052734
Hypaphorine,7,30406.60156,163207.4063,202974.3594,613373.75,483125.8438,780543.25,506117.1563,390652.5625,195332.9063,57966.75391,860222.125,428670.4688,480136.375,390403.5,168106.8594,38873.13281,190234.4531,9764.530273,78845.17188,469680.4375,221770.25,231136.875,11479.04785,110195.8438,792637.4375,441668.5938,60487.19922,81427.10156,39252.02734,80906.27344,460023.1563,190033.5313,170015.2813,37796.875,412652.3125,649361.3125,100945.9531,127957.9375,31286.01758,28215.21289,36478.87109,12866.2334,106102.9531,70815.0625,11167.3584,28757.11523,84863.74219,101556.7578,41732.25,17665.86523,152750.4219,332073.0625,428886.4375,172224.6563,15770.47754,9044.402344,200550.2813,48198.88672,54237.79297,111354.0234,179119.6563,300879.4375,2194422.5,39033.52734
Hypotaurine,8,536327.4375,961245.75,1157490,433389.625,409528.1563,552906.875,734764.875,566051.125,375699.8438,689260.5,994192.0625,739787.375,521542.5,499961.8438,1059337.375,895496.25,803708.8125,709899.625,502443.0938,888503.5625,618787.4375,855487,1159735.375,924916.8125,1288271,828184.5625,687504.625,976205.4375,787625.25,938982.875,606032.25,1768504.375,717221.0625,776892.1875,1576651.375,784288.0625,1149303.125,985650.5,771388.8125,715413.75,930899.9375,309574.5625,540086.5625,427520.0313,269049.2813,395303.1875,745813.125,617849.75,1298674.125,835622.3125,636954.6875,959603.25,571741.625,623665.3125,622549.9375,517719.0313,784658.3125,464165.375,629491.75,800845.1875,479732.7188,812332.25,221738.4531,439815.875
Hypoxanthine,10,5782936.5,12142903,11268961,13212370,10167863,7482757,15423064,8371171.5,3323561.5,3881353.75,5279620.5,3827001.75,4027135.5,4728297,11861388,3581041,13879334,10833355,10756134,12102920,10133447,6409620,9227196,11757890,12384113,9805612,9298713,7630156,17096050,15437508,10662244,13525995,7448965,9696326,2915307.25,5991047.5,6114522.5,3975500.5,6439102.5,16407277,6976477,6930387,7218792,8538746,4100889,4070886.25,12303612,6338485.5,6462723.5,10938447,10857946,9531455,9977516,10878057,10471820,7784300.5,7410944,12086028,5385403,6425419,5770930,12266468,11801020,5298769
Icosadienoic acid,6,285141.1875,477494.25,202388.3438,468244.4688,523851.4688,304820.375,244775.5781,340476.8438,314112.6563,197792.5625,182634.7969,202960.5938,234317.8438,99025.74219,297332,119846.7266,409192.8438,276418.625,316607.5,423155.625,243122.125,214946.9844,172035.2813,271614.5313,258532.8594,431032.9063,338214.4375,252834.1563,416480.125,250877.5,368771.9063,391318.1563,146144.8438,161218.7656,358620.5313,321931.5938,364564.9063,129159.2266,368582.4688,244470.7656,128225.3438,177947.75,174467.6563,172879,163308.4219,224503.0469,270054.9375,112636,246378.6406,116081.1484,235639.0313,182441.9531,300643.0625,356991.6875,241666.9063,172571.4688,395289.9688,312124.8438,233437.4375,281402.0625,198445.0938,293608.1875,298112.2188,221391.4063
Icosatrienoic acid,6,316881.25,287089.5313,210153.125,417140.625,346925,208440.3594,310479.375,392057.8125,432125.9375,316326.8438,185552.75,408011.9688,277979.4688,147142.6875,334335.6875,86933.95313,225061.5781,234274.8125,322319.0313,394596.125,259363.5625,333757.875,312213.125,430745.1875,283952.7813,360927.5625,456571.9375,153240.9375,353785.7813,244337.5,463287.7813,423301.9375,246515.875,221128.125,395339.4688,430487.5313,429201.0938,205075.375,543320.75,227123.5938,84122.24219,137187.3281,174183.4219,345896.3438,169409.7031,210000.3125,271292.75,79640.78125,301223.9375,81830.25781,290135.1563,263538.5,259201.375,308394.625,340174.4688,201744.75,345800,409151.9063,441456.5625,601365.5625,323411,367563.7188,376114.0313,251579.8281
Ile-Leu-Met-Tyr,7,12533.02637,10755.72168,16050.52832,12965.49121,12482.75,14078.18066,18041.78711,13347.53711,13975.39063,14649.84375,15831.8252,11070.00977,11353.37402,15061.34766,12079.5498,12506.5918,12346.33398,14276.41895,15981.39844,9391.90625,15903.37109,24610.58008,13253.83984,15104.09668,9066.982422,14321.62012,12615.48242,13037.88477,13149.0918,12040.36816,13368.77148,16480.64844,11857.23633,12272.40527,14593.00879,18289.76953,16973.32031,7291.134766,14512.36035,19602.16602,8273.37207,11963.28906,16669.6543,14469.94043,9698.916992,16405.50977,17857.1875,10503.32129,16397.62109,17636.42188,13638.97949,14388.00586,17935.45117,13912.77148,17317.89844,15041.9502,12784.42188,13140.67773,12559.21484,14703.11914,14062.79199,16464.57031,10956.97754,19460.43164
Ile-Lys-Trp-Trp,3,63870.41797,47707.89453,115451.4844,110359.5625,79710.28125,96084.4375,58890.51172,64262.39453,58451.80469,83377.66406,70570.34375,51774.87891,28196.04883,65041.09375,33229.60938,83317.92188,48752.09766,73087.51563,56516.63281,78857.30469,50059.89063,58268.1875,56379.36328,56487.79688,92793.72656,60977.35547,72129.99219,73581.95313,33312.87891,103509.0313,46658.25391,69607.63281,31695.72852,21612.68555,93977.24219,88726.97656,146879.1719,63709.60547,85279.4375,85958.92969,62704.60547,29088.29688,87106.28125,37741.40625,32856.61719,90984.66406,59729.91797,82052.97656,42021.53906,105965.5156,48850.65234,29987.9668,105018.1016,69570.1875,54512.01953,95137.89063,42507.63281,45780.96875,59883.96484,51549.37109,77360.41406,68063.34375,21936.36719,87862.125
Ile-Met-Phe-Tyr,7,14891.88281,13713.51367,4985.261719,14685.77148,12426.00586,9546.933594,6531.078125,15342.8125,20017.51172,3446.692871,4001.933838,4309.208496,5115.327637,0,15423.46582,1689.063965,10415.41406,7236.098633,18976.70898,10086.72656,9582.428711,5813.990234,5349.11084,6825.104492,4258.856445,14254.05176,12308.86914,6142.990234,9134.581055,5771.472656,5415.130371,17852.44922,4628.227051,9520.704102,7096.240723,4981.501465,7468.305176,0,6245.817871,8471.94043,9527.679688,13472.77051,10000.57129,11745.04492,0,7757.97998,9242.102539,4457.779297,16410.66992,4019.608398,13069.62695,4487.623535,6169.697266,4277.527832,17475.4668,3757.934326,0,11071.96191,8491.043945,12263.0293,6444.87207,5850.875488,8503.509766,4098.503906
Ile-Phe-Thr-Pro,7,28819.8125,29423.50586,16390.98438,19360.45703,25212.25586,26901.38672,23126.27539,27584.21875,47276.34766,21574.12305,31249.13086,24979.16992,31918.92969,13586.2832,36024.33984,19371.9043,30375.06445,30146.95117,30288.74805,20954.75781,34397.49609,18768.13086,14229.75879,42469.8125,33041.23828,17971.44141,19135.80469,30463.03516,30494.49805,30931.2832,26857.78516,27499.62891,35362.64844,33053.34766,25252.92188,29379.12305,29139.66211,21093.61133,22305.07813,25002.5332,24688.35156,27135.36719,31089.76953,25246.64648,26308.64844,23330.05859,24164.43164,18207.70117,21550.80078,21222.46875,18537.18945,34491.33594,27852.73633,29873.1582,23789.74805,23284.5293,18930.45117,40607.05469,30587.07031,32217.84961,38041.47656,37462.98828,19662.50586,29829.92383
Ile-Trp-Trp-Ser,7,34191.26172,26058.53711,20417.07422,100190.7656,68030.51563,45159.23438,79537.69531,85458.07031,26193.92773,44722.69141,51386.08203,52453.82813,17784.23047,28476.63086,92124.75,35857.60547,126308.6641,56009.41406,70014.03906,132284.4844,43068.55859,55704.90625,43975.64844,39991.12891,29484.51367,173099.8438,136213.875,17783.83203,83299.9375,74617.39063,62610.05469,155981.8281,82443.70313,44653.21875,37405.94922,28866.62695,46731.26953,34856.18359,30363.2793,400377.1563,20750.45508,60253.76172,30201.05469,33407.98438,97655.40625,17300.89648,363859.3125,37644.09766,110345.6641,55980.84766,78473.5625,66704.73438,67240.94531,62225.28516,53472.07031,60048.55859,49905.66406,27904.20703,96052.07813,22310.66992,56519.69922,80625.51563,48689.02344,46260.13281
Imidazole-4-acetate,10,53321.43359,53473.41406,12146.93066,136270.6875,95737.33594,19443.04492,92364.69531,74800.375,26559.51367,10546.46191,8316.036133,9038.232422,4118.330566,9911.293945,106335.75,36301.375,184640.4531,84518.64063,165669.125,89178.6875,31032.76758,27242.69141,3936.554199,16022.67383,9833.52832,167398.7188,263556.0313,11461.88184,120228.875,15560.55078,128948.4297,133909.3906,124206.7969,148861.9375,16056.75293,5332.641113,10343.2207,6429.191406,34858.52344,232402.6406,7541.79541,29044.26758,14965.71582,25302.17773,29024.15039,4295.991699,124395.8281,8372.347656,85894.54688,13865.99219,65333.39844,39539.50391,34080.20703,37157.62891,57090.53906,49902.14844,87398.625,15590.87207,13616.50586,4516.601563,4891.727051,10261.59277,13775.84668,7541.956543
Imidazolone,6,13906.44043,24047.44727,10810.37109,9377.726563,19321.85742,18046.73242,15749.64844,20044.94727,25261.13477,10051.45313,12142.96094,17409.5957,13276.7334,7883.245605,13141.39258,9823.161133,13823.9668,16224.75488,18002.5957,12435.22852,20024.75781,9682.473633,7167.386719,16430.64258,16199.52344,13181.07129,12970.83301,11153.05371,12756.36426,11759.68945,10669.73926,13826.58887,13931.58594,20676.87109,12684.5,12576.12012,12800.80664,7950.043945,10129.12109,9509.217773,14037.54785,19128.25977,14251.20605,20731.16797,9729.004883,12506.37012,10878.66602,8310.59375,12414.92285,10974.74902,11200.55664,16089.68262,11772.86621,13088.51465,9522.482422,10198.03418,10144.78223,15255.29004,14201.26367,15707.25879,17291.86328,15597.53223,10328.67676,11765.24707
Indole-3-acetate,8,6883.217773,5132.247559,7110.983398,10569.95801,15700.23145,11157.54199,25570.71289,13153.19727,7502.093262,14354.49805,4898.350586,9499.014648,4467.112793,11357.55371,9538.792969,7012.495605,11797.80664,9840.042969,11387.03027,25203.11523,12763.42871,9586.222656,6592.953613,18311.69922,15191.47949,27422.66211,13747.20996,4999.638672,6833.836426,6919.206055,19289.99805,14452.47461,4810.730469,8102.57666,17470.42773,9630.011719,9976.655273,6421.477051,9872.916016,18794.19922,5922.599121,5366.870117,12377.34863,10153.27637,7951.070313,10242.43945,6661.302246,3992.825684,11631.53516,14137.07422,11261.47656,8388.123047,27631.85156,9647.955078,15033.06152,11368.71289,8756.736328,7185.402344,9112.855469,16069.89844,11252.68262,14077.78516,3499.177002,8016.9375
Indoleacrylicacid,7,1442.440308,6578.390625,6385.290039,21786.96094,14625.21094,24670.52734,16692.32422,12473.43066,4886.95459,0,27898.9043,16132.25781,15604.83398,14505.89844,4344.557617,2314.08667,5303.666016,0,2258.125488,16783.74609,7303.271484,9474.258789,0,5087.052246,27731.77148,12918.37109,2083.982178,3837.444824,0,4305.697754,14353.51465,5505.304199,4759.312012,1034.383179,13671.25391,21208.32617,3376.211182,6850.342773,0,0,0,0,4172.740234,0,0,0,2574.495361,4465.348145,1608.69458,0,4751.179199,11449.56543,15953.15625,6723.595215,0,0,9859.09668,0,0,4599.522949,8993.798828,11767.76465,76918.88281,0
Indolelactate,8,75343.01563,93271.65625,42700.57422,181756.8438,120678.3359,89609.54688,644644.1875,124511.8828,27674.23242,121513.6563,60111.26953,182167.9219,26116.92773,10950.42188,184481.4688,42103.75781,183777.1563,198615.7031,80680.42969,122940.8359,41529.26563,36380.77344,36453.46094,82948.10156,63519.26563,196221.375,158255.2031,37969.80078,161406.8125,108058.7578,102121.1406,96337.14063,75282.83594,98501.51563,155317.2031,50959.12109,42843.93359,30752.89453,87237.32813,190495.0156,73737.65625,44737.38672,43105.13281,92681.54688,91583.07031,28008.61914,154202.9688,23786.66602,113350.1406,67050.83594,125027.125,156653.1875,62601.41406,139473.2813,106182.375,45959.15234,68994.47656,118712.1172,107184.2813,54443.21875,70729.57031,59710.22266,29162.51172,47997.51172
Inosine,10,419371.3125,1064640.5,817961.125,405094.375,997271.25,842643.3125,910753.125,580131.5,150762.1875,493548.6875,516750.75,322775,486420.0625,329959.25,1261183.625,379084.3438,1907187.75,660428.875,723448.9375,565043.5,449923.7813,469548.8438,428130.2188,1373674.625,512491.8438,1062922.375,206819.1719,783703.625,710903.0625,1351614.25,575023.625,1216514.125,534966.375,1238976.625,557860.5625,366018.8438,474621.2188,492646.125,367674,1268489.875,327086,571545.125,944822.875,588979.75,268810.5938,431513.5313,578354.5625,436923,534209.875,652193.3125,690124.5625,1363100.875,882158.0625,526471.5,727867.1875,372388.6875,305078.7813,620009.3125,503060.5,298672.9688,333094.3125,635232.0625,859747.8125,228720.1406
Isocitrate,6,158711.9688,84762.38281,32964.82422,60820.28906,91262.60938,38321.78125,97804.99219,84324.34375,114602.0234,46329.99219,24382.31641,36292.96484,21432.6543,12705.19531,99280.9375,25270.26563,165915.2188,64629.625,86126.07813,207339.6094,66125.26563,120888.5703,22740.45703,24575.8457,40238.21875,156335.9375,206952.1094,73957.84375,93042.24219,58355.51172,184890.5156,121934.7344,30380.59375,23994.58594,67757.84375,57889.71875,38050.82031,16253.53711,45555.80859,205661.2188,71722.50781,73101.65625,101994.0469,118029.5859,31644.88281,100513.4297,105284.1406,24775.36914,107014.9297,36707.23047,140173.5938,43688.14453,76405.79688,79794.96875,172988.0781,41624.60156,46032.21094,78848.15625,49956.37109,46893.79688,39428.5625,50793.05078,42771.39063,75003.69531
Itaconate,10,378036.375,207810.5,58810.26563,146637.6563,250865.9375,96986.53906,229005.3594,212048.2031,304399.75,109878.3125,43976.00391,84509.90625,45264.95313,29650.45508,221172.1875,50255.45313,427001.125,142075.6719,219717.5938,492675.1875,177337.6563,309163.5625,42964.17188,56832.72266,75351.53906,410514.4375,486110.5938,174170.1875,236142.6094,130736.7422,424723.3125,282985.75,71381.71094,63257.53125,155875.5313,126464.5469,73229.83594,52340.27734,96955.35156,423941.25,91987.47656,167466.4063,243925.4375,274466.9375,81368.79688,271814.6875,248924.8125,50592.99219,263087.4375,58473.15625,319027.875,98751.375,169532.8594,176979.5,452796.6875,84868.96094,114682.8125,193038.5938,108534.8359,80385.60156,91715.92188,112230.0078,68928.52344,182104.9375
L-1-Pyrroline-3-hydroxy-5-carboxylate,8,2341194.25,2164618.25,3575976.75,4755574.5,4300678,2189333.25,4150352,3415631.5,3133996,3073311.5,3176742.25,3383524.75,2308946.75,3778233.25,3408059.5,2190597,4837073,3426425.5,4831103.5,4586874,3737288,2522067.5,4339066,4666440,3656769.25,8883130,5152043,3036455,3801921.25,4546906.5,5617068,5391658,2224637.75,2676686.25,3096279.5,5843517.5,4002539,3810601.25,3393073,3554208.5,2103134.25,2340945.5,3271272,3952332,3200198,4183662.25,4543306.5,4041344.25,4338657.5,3739293.75,6742165,3272645.25,2878214,3155494,3004627.25,3567788.5,5878165.5,2966482,2929344,4385079,3429013,4763561,4739566.5,3995765.75
L-2-Amino-3-oxobutanoic acid,6,44446.02344,44568.03906,5103.311035,50503.44531,106072.0859,7818.381836,122335.2734,85354.77344,75576.10156,3335.082275,5930.972656,8961.865234,3060.540039,2307.49292,148129.625,2731.280518,130238.3281,81787.70313,93188.45313,112590.4922,31046.30859,61556.65625,6817.751465,5324.900879,4758.650879,100380.6406,208516.5,12989.12012,57739.49219,11870.37012,134772.7813,124920.7266,19066.75195,33353.92578,7777.28418,13808.93262,7018.199219,1721.558716,20314.81641,173104.4531,4444.549316,41839.73047,27469.45117,53340.22266,4545.76709,15264.54102,94615.10156,6031.004395,42189.51953,5417.591797,45223.37109,16088.85742,51128.35938,53386.92578,61912.30469,9903.748047,7571.662598,30106.29492,12657.7334,4434.565918,10580.06934,9195.806641,18653.63086,20311.65039
L-2-Amino-6-oxoheptanedioate,8,57952.55078,101187.1875,45595.64844,31311.00781,117352.4453,37258.39844,51922.0625,52720.05078,94109.64063,25072.21875,40298.23438,62599.0625,8204.494141,19410.9082,28039.17773,61360.87891,70161.25,39544.29688,64854.11328,76038.57813,76984.64063,44497.78906,39230.87109,19726.30469,17600.67969,103094.8672,102520.5078,78562.82813,71250.99219,44729.40234,51777.33594,47372.9375,14420.49023,10623.80273,68423.625,39605.72656,54249.19531,10975.27246,93949.96875,51639.91016,31298.40039,172765.0938,102657.5313,70063.52344,50079,85014.58594,38346.76563,53826.75781,30906.38281,33367.33594,81627.17969,4691.643066,48536.99609,60116.73047,116584.4531,27624.38672,64358.43359,28571.00391,48945.57813,24650.71289,31429.10352,9377.027344,11385.50879,57643.45703
L-2-Aminoadipate,10,86652.85156,185095.9063,147966.4531,239382.0313,210343.9375,79326.79688,203625.0781,138583.625,145179.9063,90943.64063,99773.28125,147963.0313,98306.33594,81871.39063,157716.625,58225.38672,302618.9688,157953.1094,322478.5,195978.3906,72102.47656,183881.4375,113607.5078,123205.1484,88738.5625,257684.2813,311807.2188,66889.96875,116201.6094,79041.71875,272893.2813,228568.5469,119701.6172,158399.5469,90695.80469,103638.0938,114502.3203,76635.51563,93620.42188,263213.0625,48412.98828,106879.4688,107080.2891,170107,104776.4688,119126.5,234591.25,82631.95313,207565.7969,105391.9844,175086.4688,127178.3203,115757.8047,185665.6563,148804.1406,124527.1328,95222.07813,74580.96094,109655.2344,124202.8359,101741.8203,126137.0156,135686.4219,161859.9688
L-5-benzyl-hydantoin,7,0,0,28788.88867,0,0,10608.00879,0,4165.22998,0,12785.62012,20479.37891,5013.490234,40376.8125,10372.93848,7657.26416,4446.370605,5064.20752,0,5125.078125,0,0,0,13111.95898,64228.01563,36237.88672,0,0,35843.17969,0,47032.54688,0,9526.55957,7901.811523,3060.900879,15673.09766,6276.075684,10577.27148,11934.42871,5336.690918,0,11667.28809,0,11541.71582,0,0,13329.40234,0,19425.25195,0,5059.862305,0,20793.23633,0,0,0,0,0,0,6368.441895,1977.353638,10867.9043,40153.69922,145384.7188,6872.946289
L-a-glutamyl-L-Lysine,7,3188.639404,6174.938477,3549.496582,14464.91992,13166.31836,3101.858398,4098.257324,10000.21582,1520.029785,3355.396484,3264.111328,3252.738037,2399.897461,1289.111084,12724.56836,2598.119141,27340.63867,6235.549805,16466.45898,8840.110352,1388.550781,2481.133301,2001.296997,4595.451172,3083.801025,23846.41797,37393.80859,2769.277588,3846.309082,8085.978516,22990.11133,14956.74609,8570.303711,9890.357422,1700.586182,2599.173828,4842.371582,716.2112427,5183.65918,18388.76563,1938.817627,4636.342285,9181,2400.196045,1628.397705,1432.694458,8661.515625,2105.793213,4631.737305,2997.579102,3667.49585,4857.50293,9318.483398,7299.400391,6150.27832,3946.205322,2202.92749,2794.201172,4659.763184,3317.33374,1799.38623,4859.327148,6227.69043,2326.3479
L-Ala-L-Glu,7,359119.6875,411359,329964.9375,424710.625,331314.9375,274671.5625,465031.25,363278.25,266804.25,226487.875,328867.375,356788.625,329283.4063,219672.5156,470575.25,200443.0625,436150.3438,470830.25,319681.625,441370.25,419026.8125,538299.5,376555.1875,281152,289509,340809.0938,416569.5,172633.3281,491462.5938,458953.0625,512925.9375,560510.9375,307679.6563,476630.125,300854.5313,396277.1563,355203.625,170094.0469,341501.8125,510164.1875,142197.7344,255922.375,365232.0313,411908.9375,272021,217826.0156,573557.625,259384.2031,516870.3438,335306.4063,647315.6875,316993.3438,456534.0313,461992.0625,573893.75,442768.7813,421477.4688,447770.0313,463525.7813,493809.1563,352195.625,412794.8438,520854.3438,240375.8125
L-Alanine,8,2862495.5,2609449.5,2987974,3183258,2872972,3665572.25,3430528,2917313.25,2497881.75,2905494.75,3679516.25,3788146.25,3715075.5,2874998.75,3050596,2817614.25,2617658.75,2658747.75,2509785.25,2313419.75,3229612.25,3060974.75,3820027.75,4184133.75,4068283.75,2776947.25,2652905,3501733,3065111,3483958.75,2902251.75,3985263.25,2253910.5,2642536.75,3280732.25,3339366,3663952,2995969.25,3658973.25,2953443.5,3078009.25,2333918.75,3041760.75,3007426.25,2047113.125,2303532.25,3586493.25,2877737.5,2388767.5,3602348,3597480.75,2927182.5,2545807,2935992,3298488,3681377,2491788.25,3753965.25,4031512,4407595,3297702.75,3629425.5,4911263.5,3136444.25
